2022-08-16 01:26:53,0.0,167.96,168.29,364241.295238,168.08,168.08,294659.167816,167.87,167.97,467967.965517,167.6,167.62,439120.423077,167.21,167.24,431399.282805,167.15,167.25,320271.176471,167.05,167.26,445769.764706,167.34,167.62,428888.294118,167.55,167.59,273210.246324,167.14,167.34,265068.756944,167.3,167.67,366529.643791,167.72,168.13,400975.529412,168.16,168.4,335463.235294,168.46,168.46,508740.235294,168.61,168.88,406993.823529,168.67,168.94,329269.0,168.74,168.85,242549.647059,168.56,168.79,256119.441176,168.62,168.99,407655.5,169.01,169.04,307837.764706,168.9,169.13,575665.860294,169.18,169.7,480334.1875,169.73,169.73,374377.775735,169.56,169.62,322504.647059,169.54,169.54,307862.452206,169.3,169.33,288622.5625,169.22,169.32,297694.0,169.33,169.38,263917.338235,169.37,169.48,181973.25387,169.29,169.38,339367.099071,169.38,169.41,198530.392157,169.3,169.38,226754.403509,169.22,169.63,288033.263158,169.62,169.62,197404.823529,169.52,169.57,246811.705882,169.25,169.32,215474.637255,169.17,169.22,209066.95098,169.13,169.32,302917.040248,169.37,169.74,466722.077399,169.73,169.79,343747.820261,169.8,169.87,288119.277778,169.67,169.74,268457.666667,169.59,169.71,212378.444444,169.66,169.73,193857.777778,169.6,169.73,210297.555556,169.62,169.66,266603.222222,169.6,169.6,340133.388889,169.4,169.42,265101.833333,169.28,169.38,210328.567251,169.39,169.58,209202.947368,169.59,169.68,237367.652047,169.59,169.59,160108.199346,169.46,169.5,212505.856209,169.55,169.66,200755.202614,169.65,169.81,264912.24183,169.73,169.82,102432.555556,169.75,169.75,412393.333333,169.63,169.64,255390.166667,169.59,169.61,199543.118056,169.56,169.68,208850.5625,169.45,169.59,199783.786765,169.37,169.49,263327.900735,169.47,169.62,169950.393382,169.59,169.59,145026.117647,169.51,169.52,182195.058824,169.48,169.48,418873.882353,169.14,169.14,284896.588235,168.87,168.92,226725.272059,168.83,168.86,176072.4375,168.8,168.9,143343.172794,168.88,168.88,173919.823529,168.72,168.72,190029.058824,168.74,168.91,164263.176471,168.88,168.88,139600.705882,168.84,169.07,153268.411765,168.95,169.06,194242.775735,168.93,168.93,253663.75,168.5,168.5,178792.003676,168.33,168.33,193847.647059,168.17,168.34,151230.294118,168.33,168.43,141664.294118,168.42,168.48,123000.636029,168.45,168.45,175258.8125,168.3,168.3,191416.551471,168.26,168.39,136370.705882,168.28,168.3,127693.352941,168.21,168.24,132335.705882,168.18,168.21,156692.764706,168.12,168.13,153031.705882,167.92,168.14,195417.275735,168.15,168.4,167618.136029,168.38,168.4,118529.051471,168.3,168.33,136192.3125,168.32,168.33,186525.636029,168.22,168.23,174805.294118,167.93,168.14,105292.944853,168.12,168.16,109705.349265,168.02,168.06,124651.588235,167.99,168.09,117716.705882,168.09,168.12,108803.411765,168.0,168.17,149630.176471,168.2,168.29,141243.330882,168.3,168.36,183245.8125,168.33,168.56,172698.621324,168.56,168.6,118122.316176,168.55,168.55,95991.036765,168.46,168.61,110749.588235,168.52,168.64,127011.5625,168.65,168.72,147275.672794,168.71,168.8,113953.647059,168.62,168.75,155806.647059,168.74,168.87,147138.470588,168.72,168.8,114935.294118,168.74,168.86,97580.080882,168.78,168.83,113375.389706,168.85,168.94,155508.647059,168.93,169.04,170565.838235,169.01,169.08,143527.102941,169.05,169.26,133910.823529,169.21,169.27,113206.823529,169.17,169.29,153656.529412,169.26,169.35,157093.117647,169.34,169.37,124196.411765,169.3,169.37,209615.503676,169.15,169.15,126299.9375,169.11,169.18,122557.8125,169.14,169.2
2022-08-16 01:27:01,0.0,167.96,168.29,364241.295238,168.08,168.08,294659.167816,167.87,167.97,467967.965517,167.6,167.62,439120.423077,167.21,167.24,431399.282805,167.15,167.25,320271.176471,167.05,167.26,445769.764706,167.34,167.62,428888.294118,167.55,167.59,273210.246324,167.14,167.34,265068.756944,167.3,167.67,366529.643791,167.72,168.13,400975.529412,168.16,168.4,335463.235294,168.46,168.46,508740.235294,168.61,168.88,406993.823529,168.67,168.94,329269.0,168.74,168.85,242549.647059,168.56,168.79,256119.441176,168.62,168.99,407655.5,169.01,169.04,307837.764706,168.9,169.13,575665.860294,169.18,169.7,480334.1875,169.73,169.73,374377.775735,169.56,169.62,322504.647059,169.54,169.54,307862.452206,169.3,169.33,288622.5625,169.22,169.32,297694.0,169.33,169.38,263917.338235,169.37,169.48,181973.25387,169.29,169.38,339367.099071,169.38,169.41,198530.392157,169.3,169.38,226754.403509,169.22,169.63,288033.263158,169.62,169.62,197404.823529,169.52,169.57,246811.705882,169.25,169.32,215474.637255,169.17,169.22,209066.95098,169.13,169.32,302917.040248,169.37,169.74,466722.077399,169.73,169.79,343747.820261,169.8,169.87,288119.277778,169.67,169.74,268457.666667,169.59,169.71,212378.444444,169.66,169.73,193857.777778,169.6,169.73,210297.555556,169.62,169.66,266603.222222,169.6,169.6,340133.388889,169.4,169.42,265101.833333,169.28,169.38,210328.567251,169.39,169.58,209202.947368,169.59,169.68,237367.652047,169.59,169.59,160108.199346,169.46,169.5,212505.856209,169.55,169.66,200755.202614,169.65,169.81,264912.24183,169.73,169.82,102432.555556,169.75,169.75,412393.333333,169.63,169.64,255390.166667,169.59,169.61,199543.118056,169.56,169.68,208850.5625,169.45,169.59,199783.786765,169.37,169.49,263327.900735,169.47,169.62,169950.393382,169.59,169.59,145026.117647,169.51,169.52,182195.058824,169.48,169.48,418873.882353,169.14,169.14,284896.588235,168.87,168.92,226725.272059,168.83,168.86,176072.4375,168.8,168.9,143343.172794,168.88,168.88,173919.823529,168.72,168.72,190029.058824,168.74,168.91,164263.176471,168.88,168.88,139600.705882,168.84,169.07,153268.411765,168.95,169.06,194242.775735,168.93,168.93,253663.75,168.5,168.5,178792.003676,168.33,168.33,193847.647059,168.17,168.34,151230.294118,168.33,168.43,141664.294118,168.42,168.48,123000.636029,168.45,168.45,175258.8125,168.3,168.3,191416.551471,168.26,168.39,136370.705882,168.28,168.3,127693.352941,168.21,168.24,132335.705882,168.18,168.21,156692.764706,168.12,168.13,153031.705882,167.92,168.14,195417.275735,168.15,168.4,167618.136029,168.38,168.4,118529.051471,168.3,168.33,136192.3125,168.32,168.33,186525.636029,168.22,168.23,174805.294118,167.93,168.14,105292.944853,168.12,168.16,109705.349265,168.02,168.06,124651.588235,167.99,168.09,117716.705882,168.09,168.12,108803.411765,168.0,168.17,149630.176471,168.2,168.29,141243.330882,168.3,168.36,183245.8125,168.33,168.56,172698.621324,168.56,168.6,118122.316176,168.55,168.55,95991.036765,168.46,168.61,110749.588235,168.52,168.64,127011.5625,168.65,168.72,147275.672794,168.71,168.8,113953.647059,168.62,168.75,155806.647059,168.74,168.87,147138.470588,168.72,168.8,114935.294118,168.74,168.86,97580.080882,168.78,168.83,113375.389706,168.85,168.94,155508.647059,168.93,169.04,170565.838235,169.01,169.08,143527.102941,169.05,169.26,133910.823529,169.21,169.27,113206.823529,169.17,169.29,153656.529412,169.26,169.35,157093.117647,169.34,169.37,124196.411765,169.3,169.37,209615.503676,169.15,169.15,126299.9375,169.11,169.18,122557.8125,169.14,169.2
2022-08-16 01:27:08,0.0,167.96,168.29,364241.295238,168.08,168.08,294659.167816,167.87,167.97,467967.965517,167.6,167.62,439120.423077,167.21,167.24,431399.282805,167.15,167.25,320271.176471,167.05,167.26,445769.764706,167.34,167.62,428888.294118,167.55,167.59,273210.246324,167.14,167.34,265068.756944,167.3,167.67,366529.643791,167.72,168.13,400975.529412,168.16,168.4,335463.235294,168.46,168.46,508740.235294,168.61,168.88,406993.823529,168.67,168.94,329269.0,168.74,168.85,242549.647059,168.56,168.79,256119.441176,168.62,168.99,407655.5,169.01,169.04,307837.764706,168.9,169.13,575665.860294,169.18,169.7,480334.1875,169.73,169.73,374377.775735,169.56,169.62,322504.647059,169.54,169.54,307862.452206,169.3,169.33,288622.5625,169.22,169.32,297694.0,169.33,169.38,263917.338235,169.37,169.48,181973.25387,169.29,169.38,339367.099071,169.38,169.41,198530.392157,169.3,169.38,226754.403509,169.22,169.63,288033.263158,169.62,169.62,197404.823529,169.52,169.57,246811.705882,169.25,169.32,215474.637255,169.17,169.22,209066.95098,169.13,169.32,302917.040248,169.37,169.74,466722.077399,169.73,169.79,343747.820261,169.8,169.87,288119.277778,169.67,169.74,268457.666667,169.59,169.71,212378.444444,169.66,169.73,193857.777778,169.6,169.73,210297.555556,169.62,169.66,266603.222222,169.6,169.6,340133.388889,169.4,169.42,265101.833333,169.28,169.38,210328.567251,169.39,169.58,209202.947368,169.59,169.68,237367.652047,169.59,169.59,160108.199346,169.46,169.5,212505.856209,169.55,169.66,200755.202614,169.65,169.81,264912.24183,169.73,169.82,102432.555556,169.75,169.75,412393.333333,169.63,169.64,255390.166667,169.59,169.61,199543.118056,169.56,169.68,208850.5625,169.45,169.59,199783.786765,169.37,169.49,263327.900735,169.47,169.62,169950.393382,169.59,169.59,145026.117647,169.51,169.52,182195.058824,169.48,169.48,418873.882353,169.14,169.14,284896.588235,168.87,168.92,226725.272059,168.83,168.86,176072.4375,168.8,168.9,143343.172794,168.88,168.88,173919.823529,168.72,168.72,190029.058824,168.74,168.91,164263.176471,168.88,168.88,139600.705882,168.84,169.07,153268.411765,168.95,169.06,194242.775735,168.93,168.93,253663.75,168.5,168.5,178792.003676,168.33,168.33,193847.647059,168.17,168.34,151230.294118,168.33,168.43,141664.294118,168.42,168.48,123000.636029,168.45,168.45,175258.8125,168.3,168.3,191416.551471,168.26,168.39,136370.705882,168.28,168.3,127693.352941,168.21,168.24,132335.705882,168.18,168.21,156692.764706,168.12,168.13,153031.705882,167.92,168.14,195417.275735,168.15,168.4,167618.136029,168.38,168.4,118529.051471,168.3,168.33,136192.3125,168.32,168.33,186525.636029,168.22,168.23,174805.294118,167.93,168.14,105292.944853,168.12,168.16,109705.349265,168.02,168.06,124651.588235,167.99,168.09,117716.705882,168.09,168.12,108803.411765,168.0,168.17,149630.176471,168.2,168.29,141243.330882,168.3,168.36,183245.8125,168.33,168.56,172698.621324,168.56,168.6,118122.316176,168.55,168.55,95991.036765,168.46,168.61,110749.588235,168.52,168.64,127011.5625,168.65,168.72,147275.672794,168.71,168.8,113953.647059,168.62,168.75,155806.647059,168.74,168.87,147138.470588,168.72,168.8,114935.294118,168.74,168.86,97580.080882,168.78,168.83,113375.389706,168.85,168.94,155508.647059,168.93,169.04,170565.838235,169.01,169.08,143527.102941,169.05,169.26,133910.823529,169.21,169.27,113206.823529,169.17,169.29,153656.529412,169.26,169.35,157093.117647,169.34,169.37,124196.411765,169.3,169.37,209615.503676,169.15,169.15,126299.9375,169.11,169.18,122557.8125,169.14,169.2
2022-08-16 01:27:15,0.0,167.96,168.29,364241.295238,168.08,168.08,294659.167816,167.87,167.97,467967.965517,167.6,167.62,439120.423077,167.21,167.24,431399.282805,167.15,167.25,320271.176471,167.05,167.26,445769.764706,167.34,167.62,428888.294118,167.55,167.59,273210.246324,167.14,167.34,265068.756944,167.3,167.67,366529.643791,167.72,168.13,400975.529412,168.16,168.4,335463.235294,168.46,168.46,508740.235294,168.61,168.88,406993.823529,168.67,168.94,329269.0,168.74,168.85,242549.647059,168.56,168.79,256119.441176,168.62,168.99,407655.5,169.01,169.04,307837.764706,168.9,169.13,575665.860294,169.18,169.7,480334.1875,169.73,169.73,374377.775735,169.56,169.62,322504.647059,169.54,169.54,307862.452206,169.3,169.33,288622.5625,169.22,169.32,297694.0,169.33,169.38,263917.338235,169.37,169.48,181973.25387,169.29,169.38,339367.099071,169.38,169.41,198530.392157,169.3,169.38,226754.403509,169.22,169.63,288033.263158,169.62,169.62,197404.823529,169.52,169.57,246811.705882,169.25,169.32,215474.637255,169.17,169.22,209066.95098,169.13,169.32,302917.040248,169.37,169.74,466722.077399,169.73,169.79,343747.820261,169.8,169.87,288119.277778,169.67,169.74,268457.666667,169.59,169.71,212378.444444,169.66,169.73,193857.777778,169.6,169.73,210297.555556,169.62,169.66,266603.222222,169.6,169.6,340133.388889,169.4,169.42,265101.833333,169.28,169.38,210328.567251,169.39,169.58,209202.947368,169.59,169.68,237367.652047,169.59,169.59,160108.199346,169.46,169.5,212505.856209,169.55,169.66,200755.202614,169.65,169.81,264912.24183,169.73,169.82,102432.555556,169.75,169.75,412393.333333,169.63,169.64,255390.166667,169.59,169.61,199543.118056,169.56,169.68,208850.5625,169.45,169.59,199783.786765,169.37,169.49,263327.900735,169.47,169.62,169950.393382,169.59,169.59,145026.117647,169.51,169.52,182195.058824,169.48,169.48,418873.882353,169.14,169.14,284896.588235,168.87,168.92,226725.272059,168.83,168.86,176072.4375,168.8,168.9,143343.172794,168.88,168.88,173919.823529,168.72,168.72,190029.058824,168.74,168.91,164263.176471,168.88,168.88,139600.705882,168.84,169.07,153268.411765,168.95,169.06,194242.775735,168.93,168.93,253663.75,168.5,168.5,178792.003676,168.33,168.33,193847.647059,168.17,168.34,151230.294118,168.33,168.43,141664.294118,168.42,168.48,123000.636029,168.45,168.45,175258.8125,168.3,168.3,191416.551471,168.26,168.39,136370.705882,168.28,168.3,127693.352941,168.21,168.24,132335.705882,168.18,168.21,156692.764706,168.12,168.13,153031.705882,167.92,168.14,195417.275735,168.15,168.4,167618.136029,168.38,168.4,118529.051471,168.3,168.33,136192.3125,168.32,168.33,186525.636029,168.22,168.23,174805.294118,167.93,168.14,105292.944853,168.12,168.16,109705.349265,168.02,168.06,124651.588235,167.99,168.09,117716.705882,168.09,168.12,108803.411765,168.0,168.17,149630.176471,168.2,168.29,141243.330882,168.3,168.36,183245.8125,168.33,168.56,172698.621324,168.56,168.6,118122.316176,168.55,168.55,95991.036765,168.46,168.61,110749.588235,168.52,168.64,127011.5625,168.65,168.72,147275.672794,168.71,168.8,113953.647059,168.62,168.75,155806.647059,168.74,168.87,147138.470588,168.72,168.8,114935.294118,168.74,168.86,97580.080882,168.78,168.83,113375.389706,168.85,168.94,155508.647059,168.93,169.04,170565.838235,169.01,169.08,143527.102941,169.05,169.26,133910.823529,169.21,169.27,113206.823529,169.17,169.29,153656.529412,169.26,169.35,157093.117647,169.34,169.37,124196.411765,169.3,169.37,209615.503676,169.15,169.15,126299.9375,169.11,169.18,122557.8125,169.14,169.2
2022-08-16 01:27:25,0.0,167.96,168.29,364241.295238,168.08,168.08,294659.167816,167.87,167.97,467967.965517,167.6,167.62,439120.423077,167.21,167.24,431399.282805,167.15,167.25,320271.176471,167.05,167.26,445769.764706,167.34,167.62,428888.294118,167.55,167.59,273210.246324,167.14,167.34,265068.756944,167.3,167.67,366529.643791,167.72,168.13,400975.529412,168.16,168.4,335463.235294,168.46,168.46,508740.235294,168.61,168.88,406993.823529,168.67,168.94,329269.0,168.74,168.85,242549.647059,168.56,168.79,256119.441176,168.62,168.99,407655.5,169.01,169.04,307837.764706,168.9,169.13,575665.860294,169.18,169.7,480334.1875,169.73,169.73,374377.775735,169.56,169.62,322504.647059,169.54,169.54,307862.452206,169.3,169.33,288622.5625,169.22,169.32,297694.0,169.33,169.38,263917.338235,169.37,169.48,181973.25387,169.29,169.38,339367.099071,169.38,169.41,198530.392157,169.3,169.38,226754.403509,169.22,169.63,288033.263158,169.62,169.62,197404.823529,169.52,169.57,246811.705882,169.25,169.32,215474.637255,169.17,169.22,209066.95098,169.13,169.32,302917.040248,169.37,169.74,466722.077399,169.73,169.79,343747.820261,169.8,169.87,288119.277778,169.67,169.74,268457.666667,169.59,169.71,212378.444444,169.66,169.73,193857.777778,169.6,169.73,210297.555556,169.62,169.66,266603.222222,169.6,169.6,340133.388889,169.4,169.42,265101.833333,169.28,169.38,210328.567251,169.39,169.58,209202.947368,169.59,169.68,237367.652047,169.59,169.59,160108.199346,169.46,169.5,212505.856209,169.55,169.66,200755.202614,169.65,169.81,264912.24183,169.73,169.82,102432.555556,169.75,169.75,412393.333333,169.63,169.64,255390.166667,169.59,169.61,199543.118056,169.56,169.68,208850.5625,169.45,169.59,199783.786765,169.37,169.49,263327.900735,169.47,169.62,169950.393382,169.59,169.59,145026.117647,169.51,169.52,182195.058824,169.48,169.48,418873.882353,169.14,169.14,284896.588235,168.87,168.92,226725.272059,168.83,168.86,176072.4375,168.8,168.9,143343.172794,168.88,168.88,173919.823529,168.72,168.72,190029.058824,168.74,168.91,164263.176471,168.88,168.88,139600.705882,168.84,169.07,153268.411765,168.95,169.06,194242.775735,168.93,168.93,253663.75,168.5,168.5,178792.003676,168.33,168.33,193847.647059,168.17,168.34,151230.294118,168.33,168.43,141664.294118,168.42,168.48,123000.636029,168.45,168.45,175258.8125,168.3,168.3,191416.551471,168.26,168.39,136370.705882,168.28,168.3,127693.352941,168.21,168.24,132335.705882,168.18,168.21,156692.764706,168.12,168.13,153031.705882,167.92,168.14,195417.275735,168.15,168.4,167618.136029,168.38,168.4,118529.051471,168.3,168.33,136192.3125,168.32,168.33,186525.636029,168.22,168.23,174805.294118,167.93,168.14,105292.944853,168.12,168.16,109705.349265,168.02,168.06,124651.588235,167.99,168.09,117716.705882,168.09,168.12,108803.411765,168.0,168.17,149630.176471,168.2,168.29,141243.330882,168.3,168.36,183245.8125,168.33,168.56,172698.621324,168.56,168.6,118122.316176,168.55,168.55,95991.036765,168.46,168.61,110749.588235,168.52,168.64,127011.5625,168.65,168.72,147275.672794,168.71,168.8,113953.647059,168.62,168.75,155806.647059,168.74,168.87,147138.470588,168.72,168.8,114935.294118,168.74,168.86,97580.080882,168.78,168.83,113375.389706,168.85,168.94,155508.647059,168.93,169.04,170565.838235,169.01,169.08,143527.102941,169.05,169.26,133910.823529,169.21,169.27,113206.823529,169.17,169.29,153656.529412,169.26,169.35,157093.117647,169.34,169.37,124196.411765,169.3,169.37,209615.503676,169.15,169.15,126299.9375,169.11,169.18,122557.8125,169.14,169.2
2022-08-16 01:35:11,1.0172,0.0012,0.001181,134.4,1.08,0.008101,1.2087,0.0033,0.002738,0.7009,-0.0013,-0.001851,0.6334,-0.0029,-0.004558,136.71,1.26,0.009302,162.48,1.78,0.011077,1.3094,-0.0016,-0.00122,10.5223,0.026,0.002477
2022-08-16 01:35:54,1.0172,0.0012,0.001181,134.4,1.08,0.008101,1.2087,0.0033,0.002738,0.7009,-0.0013,-0.001851,0.6334,-0.0029,-0.004558,136.71,1.26,0.009302,162.48,1.78,0.011077,1.3094,-0.0016,-0.00122,10.5223,0.026,0.002477
2022-08-16 01:35:57,1.0172,0.0012,0.001181,134.4,1.08,0.008101,1.2087,0.0033,0.002738,0.7009,-0.0013,-0.001851,0.6334,-0.0029,-0.004558,136.71,1.26,0.009302,162.48,1.78,0.011077,1.3094,-0.0016,-0.00122,10.5223,0.026,0.002477
2022-08-16 01:36:01,1.0172,0.0012,0.001181,134.4,1.08,0.008101,1.2087,0.0033,0.002738,0.7009,-0.0013,-0.001851,0.6334,-0.0029,-0.004558,136.71,1.26,0.009302,162.48,1.78,0.011077,1.3094,-0.0016,-0.00122,10.5223,0.026,0.002477
2022-08-16 01:36:04,1.0172,0.0012,0.001181,134.4,1.08,0.008101,1.2087,0.0033,0.002738,0.7009,-0.0013,-0.001851,0.6334,-0.0029,-0.004558,136.71,1.26,0.009302,162.48,1.78,0.011077,1.3094,-0.0016,-0.00122,10.5223,0.026,0.002477
